Lema	Clase	Frec. gral.	Frec. norm.	Frec. norm.
socioeconómico	A	6430	16.749	19.228
fuga	N	6427	16.741	19.219
bombero	N	6424	16.733	19.21
retraso	N	6423	16.731	19.207
nacionalidad	N	6415	16.71	19.183
catálogo	N	6414	16.707	19.181
madrileño	A	6414	16.707	19.181
caos	N	6409	16.694	19.166
narración	N	6396	16.66	19.127
hábitat	N	6393	16.653	19.118
Claudia	K	6392	16.65	19.115
encendido	A	6392	16.65	19.115
gobernante	N	6391	16.647	19.112
intercambiar	V	6390	16.645	19.109
modesto	A	6390	16.645	19.109
bono	N	6380	16.619	19.079
corriente	A	6380	16.619	19.079
incentivo	N	6373	16.6	19.058
Diego	K	6371	16.595	19.052
determinante	A	6371	16.595	19.052
posar	V	6370	16.593	19.049
navegar	V	6367	16.585	19.04
González	K	6366	16.582	19.037
Berlín	K	6361	16.569	19.022
enterrar	V	6361	16.569	19.022
procesar	V	6360	16.567	19.019
terapéutico	A	6358	16.561	19.013
trascender	V	6357	16.559	19.01
remontar	V	6351	16.543	18.992
renuncia	N	6349	16.538	18.986
detenido	A	6348	16.535	18.983
altamente	R	6341	16.517	18.962
narrador	N	6340	16.514	18.959
retornar	V	6340	16.514	18.959
subsidio	N	6338	16.509	18.953
batir	V	6336	16.504	18.947
migratorio	A	6333	16.496	18.938
trayecto	N	6332	16.494	18.935
aludir	V	6330	16.488	18.929
porción	N	6323	16.47	18.908
diseñado	A	6319	16.46	18.896
máscara	N	6317	16.455	18.89
Hollywood	K	6316	16.452	18.887
dañar	V	6316	16.452	18.887
chaqueta	N	6315	16.449	18.884
característico	A	6313	16.444	18.878
judío	N	6312	16.442	18.875
restante	A	6311	16.439	18.872
promotor	N	6298	16.405	18.834
lazo	N	6296	16.4	18.828
ausente	A	6291	16.387	18.813
poblar	V	6291	16.387	18.813
caña	N	6290	16.384	18.81
modernidad	N	6287	16.376	18.801
estándar	N	6284	16.369	18.792
plantar	V	6282	16.363	18.786
arqueológico	A	6281	16.361	18.783
disputa	N	6280	16.358	18.78
bronce	N	6279	16.356	18.777
psicólogo	N	6279	16.356	18.777
ciego	A	6275	16.345	18.765
vanguardia	N	6274	16.343	18.762
Alejandro	K	6270	16.332	18.75
solidario	A	6268	16.327	18.744
ratón	N	6266	16.322	18.738
2017	N	6264	16.316	18.732
alza	N	6263	16.314	18.729
genio	N	6260	16.306	18.72
pleno	N	6259	16.303	18.717
agitar	V	6253	16.288	18.699
inmigración	N	6253	16.288	18.699
racional	A	6250	16.28	18.69
esclavo	N	6249	16.277	18.687
narcotráfico	N	6246	16.27	18.678
colar	V	6245	16.267	18.675
caza	N	6235	16.241	18.645
mediático	A	6234	16.238	18.642
despedida	N	6232	16.233	18.636
estatua	N	6230	16.228	18.63
licenciado	N	6225	16.215	18.615
acercamiento	N	6222	16.207	18.606
disimular	V	6217	16.194	18.591
repertorio	N	6217	16.194	18.591
configurar	V	6214	16.186	18.582
velar	V	6214	16.186	18.582
descargar	V	6212	16.181	18.576
nostalgia	N	6208	16.171	18.564
’	Y	6208	16.171	18.564
bruto	A	6207	16.168	18.561
vestuario	N	6206	16.165	18.559
favorito	N	6200	16.15	18.541
reparto	N	6200	16.15	18.541
amoroso	A	6198	16.145	18.535
agrupar	V	6196	16.139	18.529
partícula	N	6194	16.134	18.523
huracán	N	6192	16.129	18.517
subida	N	6191	16.126	18.514
García	K	6190	16.124	18.511
burlar	V	6190	16.124	18.511
traducción	N	6183	16.106	18.49
fotográfico	A	6180	16.098	18.481
invasión	N	6177	16.09	18.472
legítimo	A	6174	16.082	18.463
intuir	V	6170	16.072	18.451
teniente	N	6167	16.064	18.442
Microsoft	K	6163	16.053	18.43
exploración	N	6156	16.035	18.409
noventa	N	6156	16.035	18.409
encerrado	A	6153	16.027	18.4
indicio	N	6153	16.027	18.4
alegar	V	6152	16.025	18.397
nutricional	A	6149	16.017	18.388
organizador	N	6147	16.012	18.382
asalto	N	6144	16.004	18.373
cueva	N	6139	15.991	18.358
suministro	N	6137	15.986	18.352
insuficiente	A	6134	15.978	18.343
librería	N	6133	15.975	18.34
compatriota	N	6132	15.973	18.337
originario	A	6131	15.97	18.334
tornar	V	6128	15.962	18.325
Obama	K	6127	15.96	18.322
irregular	A	6127	15.96	18.322
terminado	A	6123	15.949	18.31
triunfar	V	6122	15.947	18.307
espectro	N	6120	15.941	18.301
parado	A	6120	15.941	18.301
Asia	K	6118	15.936	18.295
generalizado	A	6114	15.926	18.283
tele	N	6113	15.923	18.28
de cara a	P	6111	15.918	18.274
informal	A	6111	15.918	18.274
contundente	A	6110	15.915	18.271
economista	N	6109	15.913	18.268
inconveniente	N	6109	15.913	18.268
tranquilizar	V	6109	15.913	18.268
aplaudir	V	6105	15.902	18.256
sistemático	A	6103	15.897	18.25
asiático	A	6101	15.892	18.245
directivo	A	6097	15.881	18.233
homicidio	N	6097	15.881	18.233
étnico	A	6096	15.879	18.23
habilitar	V	6092	15.868	18.218
sustentar	V	6091	15.866	18.215
Roberto	K	6089	15.861	18.209
aparente	A	6089	15.861	18.209
prender	V	6089	15.861	18.209
fusión	N	6088	15.858	18.206
arriesgar	V	6084	15.848	18.194
Bolívar	K	6083	15.845	18.191
discreto	A	6082	15.842	18.188
Medellín	K	6078	15.832	18.176
maniobra	N	6078	15.832	18.176
1980	N	6075	15.824	18.167
rozar	V	6075	15.824	18.167
apoyado	A	6069	15.809	18.149
física	N	6069	15.809	18.149
aplauso	N	6068	15.806	18.146
falla	N	6065	15.798	18.137
culto	N	6064	15.796	18.134
bota	N	6061	15.788	18.125
Mario	K	6060	15.785	18.122
manga	N	6060	15.785	18.122
valenciano	A	6058	15.78	18.116
mercancía	N	6057	15.777	18.113
venganza	N	6052	15.764	18.098
pertenencia	N	6050	15.759	18.092
célebre	A	6046	15.749	18.08
guerrilla	N	6045	15.746	18.077
clavar	V	6044	15.743	18.074
chileno	N	6042	15.738	18.068
Pacífico	K	6041	15.736	18.065
transitar	V	6041	15.736	18.065
campamento	N	6037	15.725	18.053
publicitario	A	6035	15.72	18.047
efectividad	N	6034	15.717	18.044
tubo	N	6031	15.71	18.035
suicidio	N	6029	15.704	18.029
desfile	N	6028	15.702	18.026
naturalmente	R	6028	15.702	18.026
ángulo	N	6027	15.699	18.023
fabricación	N	6026	15.697	18.02
celo	N	6023	15.689	18.011
sobrar	V	6023	15.689	18.011
demorar	V	6022	15.686	18.008
vano	A	6021	15.684	18.005
alertar	V	6018	15.676	17.996
brecha	N	6017	15.673	17.993
alivio	N	6015	15.668	17.987
ladrón	N	6015	15.668	17.987
tronco	N	6014	15.665	17.984
reconstruir	V	6013	15.663	17.981
rapidez	N	6012	15.66	17.978
supermercado	N	6012	15.66	17.978
abrigo	N	6009	15.652	17.969
atracción	N	6003	15.637	17.951
28	M	6002	15.634	17.948
Oscar	K	6000	15.629	17.942
prolongado	A	5999	15.626	17.939
saludo	N	5998	15.624	17.936
menú	N	5996	15.618	17.931
rumbo a	P	5996	15.618	17.931
Mercedes	K	5994	15.613	17.925
israelí	A	5991	15.605	17.916
calificación	N	5990	15.603	17.913
acera	N	5987	15.595	17.904
prohibición	N	5986	15.592	17.901
moral	N	5985	15.59	17.898
dotar	V	5981	15.579	17.886
picado	A	5978	15.572	17.877
setenta	N	5977	15.569	17.874
administrador	N	5975	15.564	17.868
culpable	A	5975	15.564	17.868
temática	N	5972	15.556	17.859
conectado	A	5971	15.553	17.856
perjudicar	V	5971	15.553	17.856
Lucía	K	5970	15.551	17.853
respiratorio	A	5965	15.538	17.838
equivocado	A	5964	15.535	17.835
sesenta	N	5963	15.532	17.832
inscripción	N	5959	15.522	17.82
puño	N	5959	15.522	17.82
ida	N	5956	15.514	17.811
obsesión	N	5954	15.509	17.805
canciller	N	5947	15.491	17.784
27	M	5946	15.488	17.781
gasolina	N	5945	15.486	17.778
oriente	N	5944	15.483	17.775
ahogar	V	5938	15.467	17.757
luminoso	A	5936	15.462	17.751
armonía	N	5932	15.452	17.739
donación	N	5932	15.452	17.739
vigor	N	5931	15.449	17.736
pañuelo	N	5929	15.444	17.73
maravilla	N	5925	15.433	17.718
asustado	A	5924	15.431	17.715
Franco	K	5923	15.428	17.712
seminario	N	5921	15.423	17.706
trágico	A	5921	15.423	17.706
cruzado	A	5920	15.42	17.703
ilustrar	V	5920	15.42	17.703
horrible	A	5919	15.418	17.7
detenido	N	5915	15.407	17.688
32	M	5914	15.405	17.685
pastilla	N	5914	15.405	17.685
tortura	N	5909	15.392	17.67
residente	N	5908	15.389	17.667
vertical	A	5908	15.389	17.667
antigüedad	N	5906	15.384	17.661
impactar	V	5906	15.384	17.661
insumo	N	5903	15.376	17.652
Irán	K	5901	15.371	17.646
otoño	N	5901	15.371	17.646
Florida	K	5900	15.368	17.643
docena	N	5900	15.368	17.643
anular	V	5898	15.363	17.637
premiar	V	5895	15.355	17.628
deducir	V	5892	15.348	17.62
oxígeno	N	5885	15.329	17.599
repleto	A	5884	15.327	17.596
sujetar	V	5883	15.324	17.593
agricultor	N	5882	15.321	17.59
susurrar	V	5878	15.311	17.578
trasero	A	5877	15.308	17.575
molestia	N	5872	15.295	17.56
periodístico	A	5869	15.288	17.551
prima	N	5869	15.288	17.551
M	N	5868	15.285	17.548
exilio	N	5868	15.285	17.548
personalmente	R	5867	15.282	17.545
encontrado	A	5866	15.28	17.542
videojuego	N	5866	15.28	17.542
empatar	V	5865	15.277	17.539
intermedio	A	5865	15.277	17.539
tigre	N	5863	15.272	17.533
nativo	A	5860	15.264	17.524
XVI	N	5858	15.259	17.518
implicación	N	5858	15.259	17.518
celda	N	5854	15.249	17.506
globo	N	5854	15.249	17.506
presupuestario	A	5852	15.243	17.5
aburrido	A	5850	15.238	17.494
hembra	N	5850	15.238	17.494
mención	N	5849	15.236	17.491
enriquecer	V	5847	15.23	17.485
expandir	V	5846	15.228	17.482
tapa	N	5843	15.22	17.473
rematar	V	5829	15.183	17.431
percatar	V	5828	15.181	17.428
frágil	A	5826	15.176	17.422
terrorista	N	5825	15.173	17.419
innovador	A	5822	15.165	17.41
atractivo	N	5816	15.15	17.392
gafa	N	5811	15.137	17.377
condicionar	V	5810	15.134	17.374
crónica	N	5810	15.134	17.374
picar	V	5810	15.134	17.374
sucesivo	A	5809	15.131	17.371
vulnerabilidad	N	5809	15.131	17.371
emergente	A	5807	15.126	17.365
en tanto que	C	5806	15.123	17.362
nutrición	N	5803	15.116	17.353
terminal	N	5802	15.113	17.35
interrogar	V	5799	15.105	17.341
escénico	A	5796	15.097	17.332
jazz	N	5794	15.092	17.326
reconstrucción	N	5794	15.092	17.326
gigantesco	A	5792	15.087	17.32
estudiado	A	5790	15.082	17.314
manual	N	5789	15.079	17.311
municipalidad	N	5789	15.079	17.311
sendero	N	5786	15.071	17.303
doctrina	N	5784	15.066	17.297
aproximación	N	5781	15.058	17.288
desaparecido	A	5781	15.058	17.288
Tomás	K	5777	15.048	17.276
lata	N	5777	15.048	17.276
aliviar	V	5775	15.043	17.27
fraude	N	5774	15.04	17.267
vengar	V	5772	15.035	17.261
quebrar	V	5765	15.017	17.24
Rodríguez	K	5762	15.009	17.231
cancelar	V	5761	15.006	17.228
humilde	A	5761	15.006	17.228
nutriente	N	5760	15.004	17.225
‘	Y	5759	15.001	17.222
castellano	N	5755	14.991	17.21
dificultar	V	5755	14.991	17.21
recibido	A	5755	14.991	17.21
sincero	A	5754	14.988	17.207
I	N	5753	14.985	17.204
circo	N	5753	14.985	17.204
equidad	N	5753	14.985	17.204
estúpido	A	5750	14.978	17.195
acento	N	5749	14.975	17.192
in	F	5749	14.975	17.192
inspiración	N	5742	14.957	17.171
evocar	V	5741	14.954	17.168
mudar	V	5741	14.954	17.168
admiración	N	5740	14.952	17.165
raya	N	5740	14.952	17.165
princesa	N	5739	14.949	17.162
cruel	A	5738	14.946	17.159
expedición	N	5738	14.946	17.159
aborto	N	5737	14.944	17.156
metáfora	N	5736	14.941	17.153
recalcar	V	5731	14.928	17.138
túnel	N	5731	14.928	17.138
Zapatero	K	5730	14.926	17.135
indicación	N	5730	14.926	17.135
rubro	N	5727	14.918	17.126
bus	N	5725	14.913	17.12
postre	N	5719	14.897	17.102
apelar	V	5718	14.894	17.099
capitalismo	N	5718	14.894	17.099
relajar	V	5716	14.889	17.093
interminable	A	5711	14.876	17.078
departamental	A	5710	14.873	17.075
alfombra	N	5701	14.85	17.048
posibilitar	V	5700	14.847	17.045
anónimo	A	5692	14.827	17.021
prioritario	A	5689	14.819	17.012
encajar	V	5688	14.816	17.009
extinción	N	5687	14.814	17.006
algodón	N	5684	14.806	16.998
servidor	N	5684	14.806	16.998
ciertamente	R	5681	14.798	16.989
deseado	A	5679	14.793	16.983
Santo Domingo	K	5671	14.772	16.959
estética	N	5669	14.767	16.953
gama	N	5669	14.767	16.953
chiste	N	5664	14.754	16.938
fauna	N	5661	14.746	16.929
etiqueta	N	5658	14.738	16.92
envío	N	5655	14.73	16.911
desesperación	N	5653	14.725	16.905
cineasta	N	5651	14.72	16.899
polo	N	5649	14.715	16.893
sucesión	N	5649	14.715	16.893
mutuo	A	5646	14.707	16.884
molécula	N	5643	14.699	16.875
armario	N	5640	14.691	16.866
detección	N	5640	14.691	16.866
sigla	N	5638	14.686	16.86
adverso	A	5636	14.681	16.854
aparte	R	5633	14.673	16.845
judío	A	5633	14.673	16.845
movilizar	V	5633	14.673	16.845
Grecia	K	5631	14.668	16.839
entendido	A	5630	14.665	16.836
novedoso	A	5625	14.652	16.821
barro	N	5624	14.649	16.818
rehabilitación	N	5623	14.647	16.815
pánico	N	5622	14.644	16.812
plantilla	N	5621	14.642	16.809
reparación	N	5619	14.636	16.803
gremio	N	5618	14.634	16.8
desorden	N	5614	14.623	16.788
Santa Cruz	K	5611	14.616	16.779
persecución	N	5611	14.616	16.779
rogar	V	5608	14.608	16.77
ceniza	N	5605	14.6	16.761
pescador	N	5605	14.6	16.761
inauguración	N	5602	14.592	16.752
mixto	A	5596	14.576	16.734
umbral	N	5595	14.574	16.731
militante	N	5587	14.553	16.707
centrado	A	5585	14.548	16.701
indirecto	A	5584	14.545	16.698
gallina	N	5577	14.527	16.678
alojar	V	5571	14.511	16.66
auditorio	N	5570	14.509	16.657
art	F	5568	14.504	16.651
fracasar	V	5565	14.496	16.642
gigante	A	5565	14.496	16.642
acusado	A	5564	14.493	16.639
inmueble	N	5563	14.491	16.636
multa	N	5563	14.491	16.636
editorial	A	5560	14.483	16.627
restauración	N	5556	14.472	16.615
injusto	A	5555	14.47	16.612
eventual	A	5554	14.467	16.609
*	Y	5552	14.462	16.603
puntual	A	5551	14.459	16.6
López	K	5550	14.457	16.597
XVIII	N	5550	14.457	16.597
extendido	A	5548	14.451	16.591
programado	A	5545	14.444	16.582
pálido	A	5542	14.436	16.573
prejuicio	N	5539	14.428	16.564
macho	N	5538	14.425	16.561
mejoramiento	N	5537	14.423	16.558
pretensión	N	5531	14.407	16.54
reportaje	N	5531	14.407	16.54
adiós	N	5528	14.399	16.531
Apple	K	5527	14.397	16.528
carnaval	N	5525	14.392	16.522
aprobado	A	5522	14.384	16.513
oliva	N	5520	14.379	16.507
persistir	V	5517	14.371	16.498
vapor	N	5515	14.365	16.492
contrastar	V	5511	14.355	16.48
sopa	N	5506	14.342	16.465
biografía	N	5502	14.332	16.453
centroamericano	A	5501	14.329	16.45
cardiovascular	A	5497	14.319	16.438
comando	N	5497	14.319	16.438
cognitivo	A	5495	14.313	16.432
frustración	N	5495	14.313	16.432
león	N	5492	14.306	16.423
Los Ángeles	K	5488	14.295	16.411
rondar	V	5487	14.293	16.408
poblador	N	5483	14.282	16.396
oración	N	5482	14.28	16.393
epidemia	N	5477	14.267	16.378
marítimo	A	5477	14.267	16.378
cuartel	N	5476	14.264	16.376
verbal	A	5472	14.253	16.364
remover	V	5470	14.248	16.358
volcar	V	5469	14.246	16.355
controlado	A	5468	14.243	16.352
geografía	N	5468	14.243	16.352
represión	N	5468	14.243	16.352
ceja	N	5465	14.235	16.343
diccionario	N	5464	14.233	16.34
arder	V	5462	14.227	16.334
coincidencia	N	5461	14.225	16.331
contraer	V	5458	14.217	16.322
talla	N	5452	14.201	16.304
Martín	K	5451	14.199	16.301
Marta	K	5449	14.194	16.295
anfitrión	N	5449	14.194	16.295
plenamente	R	5449	14.194	16.295
cadera	N	5448	14.191	16.292
lingüístico	A	5445	14.183	16.283
ordinario	A	5445	14.183	16.283
recogido	A	5445	14.183	16.283
a	F	5440	14.17	16.268
inducir	V	5440	14.17	16.268
presumir	V	5440	14.17	16.268
malestar	N	5439	14.168	16.265
pertinente	A	5439	14.168	16.265
narrativo	A	5436	14.16	16.256
manipular	V	5431	14.147	16.241
hongo	N	5430	14.144	16.238
arreglo	N	5429	14.141	16.235
descarga	N	5428	14.139	16.232
ahora bien	R	5426	14.134	16.226
bodega	N	5426	14.134	16.226
retroceder	V	5421	14.121	16.211
semestre	N	5416	14.108	16.196
perfección	N	5415	14.105	16.193
habitualmente	R	5414	14.102	16.19
lente	N	5409	14.089	16.175
IV	N	5405	14.079	16.163
mítico	A	5404	14.076	16.16
voltear	V	5404	14.076	16.16
consolidación	N	5403	14.074	16.157
noble	A	5400	14.066	16.148
farmacia	N	5399	14.063	16.145
murmurar	V	5397	14.058	16.139
equivaler	V	5392	14.045	16.124
forzado	A	5391	14.042	16.121
niñez	N	5388	14.035	16.112
nomás	R	5388	14.035	16.112
compuesto	N	5386	14.029	16.106
andaluz	A	5384	14.024	16.1
inédito	A	5384	14.024	16.1
felicitar	V	5382	14.019	16.094
franja	N	5380	14.014	16.088
bloqueo	N	5378	14.009	16.082
gobernación	N	5378	14.009	16.082
matiz	N	5378	14.009	16.082
seña	N	5377	14.006	16.079
flora	N	5376	14.003	16.076
gallego	A	5375	14.001	16.073
chofer	N	5373	13.996	16.067
Rafael	K	5372	13.993	16.064
ambición	N	5372	13.993	16.064
abundar	V	5371	13.99	16.062
mineral	N	5369	13.985	16.056
nasa	N	5368	13.983	16.053
operativo	N	5366	13.977	16.047
acumulado	A	5364	13.972	16.041
asombro	N	5364	13.972	16.041
independientemente	R	5363	13.97	16.038
inspección	N	5363	13.97	16.038
Chicago	K	5361	13.964	16.032
debutar	V	5359	13.959	16.026
normalidad	N	5359	13.959	16.026
1985	N	5357	13.954	16.02
35	N	5353	13.944	16.008
aldea	N	5352	13.941	16.005
aspirante	N	5350	13.936	15.999
explícito	A	5346	13.925	15.987
producido	A	5345	13.923	15.984
maquinaria	N	5344	13.92	15.981
corbata	N	5343	13.917	15.978
ridículo	A	5342	13.915	15.975
sostenido	A	5339	13.907	15.966
iluminación	N	5338	13.904	15.963
oficialmente	R	5332	13.889	15.945
pimienta	N	5330	13.884	15.939
clausura	N	5329	13.881	15.936
costero	A	5326	13.873	15.927
prestigioso	A	5325	13.871	15.924
seleccionado	A	5324	13.868	15.921
escasez	N	5323	13.865	15.918
rector	N	5322	13.863	15.915
actualización	N	5319	13.855	15.906
azul	N	5319	13.855	15.906
Julián	K	5316	13.847	15.897
pacífico	A	5316	13.847	15.897
óptimo	A	5314	13.842	15.891
rata	N	5310	13.832	15.879
mosca	N	5306	13.821	15.867
melodía	N	5305	13.818	15.864
panel	N	5305	13.818	15.864
bestia	N	5303	13.813	15.858
ironía	N	5303	13.813	15.858
refugiar	V	5303	13.813	15.858
a la vez que	C	5302	13.811	15.855
bloquear	V	5301	13.808	15.852
biología	N	5293	13.787	15.828
ira	N	5289	13.777	15.816
líquido	A	5288	13.774	15.813
reservado	A	5286	13.769	15.807
socialismo	N	5286	13.769	15.807
párrafo	N	5283	13.761	15.798
heredar	V	5281	13.756	15.792
conducción	N	5280	13.753	15.789
1986	N	5276	13.743	15.777
barba	N	5276	13.743	15.777
patente	N	5276	13.743	15.777
Margarita	K	5275	13.74	15.774
repasar	V	5275	13.74	15.774
trece	M	5275	13.74	15.774
filosófico	A	5273	13.735	15.768
acero	N	5272	13.733	15.765
predominar	V	5271	13.73	15.762
recrear	V	5269	13.725	15.756
timbre	N	5268	13.722	15.753
legislatura	N	5264	13.712	15.742
ascensor	N	5262	13.706	15.736
amargo	A	5253	13.683	15.709
privilegiado	A	5253	13.683	15.709
ambicioso	A	5252	13.68	15.706
revelación	N	5252	13.68	15.706
vinculación	N	5250	13.675	15.7
cooperativa	N	5249	13.673	15.697
tierno	A	5248	13.67	15.694
asentamiento	N	5247	13.667	15.691
cortado	A	5242	13.654	15.676
heredero	N	5241	13.652	15.673
debut	N	5235	13.636	15.655
nacionalista	A	5234	13.634	15.652
bordo	N	5233	13.631	15.649
criar	V	5232	13.628	15.646
herir	V	5232	13.628	15.646
sabiduría	N	5231	13.626	15.643
almacenar	V	5228	13.618	15.634
ganado	N	5227	13.615	15.631
suspirar	V	5227	13.615	15.631
fuertemente	R	5224	13.607	15.622
descubierto	A	5222	13.602	15.616
advertencia	N	5221	13.6	15.613
confuso	A	5221	13.6	15.613
San Juan	K	5219	13.594	15.607
minoría	N	5218	13.592	15.604
deficiencia	N	5217	13.589	15.601
whisky	N	5215	13.584	15.595
permanencia	N	5214	13.581	15.592
pronóstico	N	5210	13.571	15.58
1988	N	5209	13.568	15.577
crudo	A	5208	13.566	15.574
plaga	N	5200	13.545	15.55
Max	K	5198	13.54	15.544
espontáneo	A	5198	13.54	15.544
alargar	V	5197	13.537	15.541
fatal	A	5196	13.535	15.538
Mónica	K	5195	13.532	15.535
distante	A	5194	13.529	15.532
crucial	A	5191	13.522	15.523
dividido	A	5191	13.522	15.523
optimista	A	5191	13.522	15.523
tentación	N	5185	13.506	15.505
OMS	K	5184	13.503	15.502
protagonismo	N	5183	13.501	15.499
psicología	N	5183	13.501	15.499
inmóvil	A	5182	13.498	15.496
topar	V	5177	13.485	15.481
sancionar	V	5176	13.482	15.478
indagar	V	5174	13.477	15.472
sutil	A	5174	13.477	15.472
plantación	N	5167	13.459	15.451
en base a	P	5165	13.454	15.445
cruce	N	5164	13.451	15.442
verter	V	5162	13.446	15.437
amparo	N	5160	13.441	15.431
furia	N	5159	13.438	15.428
ordenado	A	5159	13.438	15.428
realista	A	5158	13.436	15.425
internar	V	5157	13.433	15.422
Rosario	K	5153	13.423	15.41
puntualizar	V	5153	13.423	15.41
hospitalario	A	5152	13.42	15.407
de ahí que	C	5150	13.415	15.401
acta	N	5146	13.404	15.389
distraer	V	5144	13.399	15.383
Ernesto	K	5141	13.391	15.374
comuna	N	5137	13.381	15.362
impresionar	V	5137	13.381	15.362
vosotros	L	5135	13.376	15.356
humanitario	A	5133	13.37	15.35
cívico	A	5128	13.357	15.335
arquitectónico	A	5127	13.355	15.332
precaución	N	5126	13.352	15.329
marketing	N	5122	13.342	15.317
brotar	V	5119	13.334	15.308
molesto	A	5119	13.334	15.308
hondo	A	5117	13.329	15.302
Cali	K	5114	13.321	15.293
devorar	V	5114	13.321	15.293
pino	N	5113	13.318	15.29
instinto	N	5111	13.313	15.284
voluntario	N	5111	13.313	15.284
al fin y al cabo	R	5110	13.311	15.281
Victoria	K	5109	13.308	15.278
monja	N	5109	13.308	15.278
tolerancia	N	5109	13.308	15.278
comprador	N	5100	13.285	15.251
espada	N	5100	13.285	15.251
catorce	M	5099	13.282	15.248
olvidado	A	5099	13.282	15.248
Suiza	K	5096	13.274	15.239
especificar	V	5095	13.271	15.236
cocinero	N	5088	13.253	15.215
contenido	A	5086	13.248	15.209
empeño	N	5086	13.248	15.209
oscilar	V	5086	13.248	15.209
adolescente	A	5083	13.24	15.2
comicios	N	5083	13.24	15.2
transferir	V	5083	13.24	15.2
matemático	A	5082	13.238	15.197
modernización	N	5076	13.222	15.179
cigarro	N	5073	13.214	15.17
de todos modos	R	5072	13.212	15.167
filmar	V	5072	13.212	15.167
manipulación	N	5070	13.206	15.161
objetivo	A	5068	13.201	15.155
últimamente	R	5067	13.199	15.152
nene	N	5066	13.196	15.149
valiente	A	5065	13.193	15.146
atrapado	A	5064	13.191	15.143
EFE	K	5062	13.186	15.137
muscular	A	5062	13.186	15.137
textura	N	5058	13.175	15.126
tenso	A	5057	13.172	15.123
sumamente	R	5056	13.17	15.12
alentar	V	5054	13.165	15.114
set	N	5054	13.165	15.114
peculiar	A	5053	13.162	15.111
obtención	N	5051	13.157	15.105
catástrofe	N	5048	13.149	15.096
inundación	N	5048	13.149	15.096
sobresalir	V	5045	13.141	15.087
bandeja	N	5044	13.139	15.084
vocero	N	5044	13.139	15.084
ruso	N	5042	13.133	15.078
Lucas	K	5038	13.123	15.066
farmacéutico	A	5038	13.123	15.066
mochila	N	5038	13.123	15.066
repercusión	N	5038	13.123	15.066
fronterizo	A	5036	13.118	15.06
perfume	N	5036	13.118	15.06
1987	N	5032	13.107	15.048
aislamiento	N	5032	13.107	15.048
Fernández	K	5029	13.1	15.039
Arturo	K	5026	13.092	15.03
libra	N	5026	13.092	15.03
renovable	A	5025	13.089	15.027
sexualidad	N	5023	13.084	15.021
0	M	5020	13.076	15.012
prevalencia	N	5020	13.076	15.012
Nº	K	5019	13.074	15.009
asignación	N	5018	13.071	15.006
prisionero	N	5018	13.071	15.006
complicidad	N	5015	13.063	14.997
arrepentir	V	5014	13.06	14.994
cemento	N	5013	13.058	14.991
cartón	N	5012	13.055	14.988
gratis	R	5012	13.055	14.988
600	M	5010	13.05	14.982
igualar	V	5007	13.042	14.973
boleto	N	5005	13.037	14.967
exótico	A	5005	13.037	14.967
desconfianza	N	5004	13.034	14.964
extracción	N	5004	13.034	14.964
indicado	A	5003	13.032	14.961
ensayar	V	5000	13.024	14.952
colgado	A	4999	13.021	14.949
configuración	N	4999	13.021	14.949
inspirado	A	4999	13.021	14.949
planificar	V	4998	13.019	14.946
estadístico	A	4994	13.008	14.934
caldo	N	4993	13.006	14.931
transacción	N	4992	13.003	14.928
polémico	A	4990	12.998	14.922
encarnar	V	4985	12.985	14.907
portada	N	4984	12.982	14.904
alquiler	N	4983	12.98	14.901
1970	N	4982	12.977	14.898
encarar	V	4982	12.977	14.898
almacenamiento	N	4978	12.967	14.886
carbón	N	4978	12.967	14.886
representado	A	4977	12.964	14.883
comercializar	V	4973	12.954	14.871
gripe	N	4973	12.954	14.871
gimnasio	N	4972	12.951	14.868
precedente	N	4972	12.951	14.868
asignatura	N	4970	12.946	14.862
presenciar	V	4970	12.946	14.862
Ortega	K	4967	12.938	14.853
brote	N	4967	12.938	14.853
defensivo	A	4960	12.92	14.832
módulo	N	4960	12.92	14.832
toalla	N	4957	12.912	14.823
barril	N	4956	12.909	14.82
f	N	4956	12.909	14.82
2018	N	4951	12.896	14.806
ternura	N	4950	12.894	14.803
jerarquía	N	4949	12.891	14.8
palestino	A	4947	12.886	14.794
condenado	A	4946	12.883	14.791
nadar	V	4946	12.883	14.791
pensado	A	4945	12.881	14.788
robot	N	4940	12.868	14.773
muslo	N	4938	12.863	14.767
Ricardo	K	4929	12.839	14.74
Cristina	K	4927	12.834	14.734
Asturias	K	4923	12.823	14.722
ante merídiem	R	4921	12.818	14.716
comparado	A	4921	12.818	14.716
remate	N	4919	12.813	14.71
apoderar	V	4917	12.808	14.704
expulsión	N	4912	12.795	14.689
obrero	A	4911	12.792	14.686
galaxia	N	4906	12.779	14.671
desprecio	N	4902	12.769	14.659
denso	A	4900	12.764	14.653
cardenal	N	4898	12.758	14.647
PC	K	4897	12.756	14.644
Sofía	K	4897	12.756	14.644
acertar	V	4897	12.756	14.644
pilar	N	4897	12.756	14.644
perjuicio	N	4895	12.751	14.638
aprovechamiento	N	4893	12.745	14.632
ducha	N	4893	12.745	14.632
film	N	4889	12.735	14.62
pulso	N	4888	12.732	14.617
eliminatoria	N	4887	12.73	14.614
actualizar	V	4884	12.722	14.605
duplicar	V	4884	12.722	14.605
entendimiento	N	4883	12.719	14.602
